Slank;Formal
mbnking;mobilebanking
maann;mahal
bayik;bayi
its;itu
swkali;sekali
nasib²;nasib-nasib
stroom;strom
mantabss;mantap
jringan;jaringan
laper;lapar
matap;mantap
cimbniaga;cimb niaga
mantrap;mantap
supòrtnya;supportnya
peporitku;favoritku
lupa2;lupa-lupa
gr2;karena
bnimb;bni mobile banking
menyaalah;menyalah
epmi;epim
2bulanan;dua bulanan
berteletele;berbelit-belit
habia;habis
jug;juga
masyarat;masyarakat
halamnan;halaman
alalu;lalu
notednya;catatannya
gabisadi;tidak bisa di
bukalagi;buka lagi
rapihin;rapikan
org2;orang-orang
traffic;trafik
kede;kode
komtol;kontol
tloll;tolol
anjenkk;anjing
dengen;dengan
malu2;malu-malu
samppe;sampai
nontifnya;notifikasinya
pulsa2an;pulsa-pulsa
gapernahgangguan;tidak pernah gangguan
datannya;datangnya
ngelayanin;melayani
dioper;dipindah
oper;pindah
pilihab;pilihan
diambilin;diambilkan
okeey;oke
anek;aneh
adoohh;aduh
gtuu;begitu
sebelumya;sebelumnya
bninya;bni-nya
aktivin;aktifkan
ribet2nya;ribet-ribetnya
manytap;mantap
andro;android
cz;soalnya
doubel;double
kab/kota;kabupaten/kota
ngape;kenapa
ngrespon;merespon
penonjang;penunjang
penggunaa-nya;penggunaannya
ngeloading;loading
gkbs;tidak bisa
gtu2;begitu-begitu
trma;terima
semantara;sementara
trimkasih;terima kasih
ngetf;nge-transfer
sumpahh;sumpah
diclaim;diklaim
downdload;download
lvin;login
beress;beres
akuin;akui
mobiel;mobile
gguan;gangguan
trus²;terus-terus
banhkin;banking
kenaap;kenapa
ambangking;mobile banking
8digit;8 digit
siang2;siang-siang
ngelus;mengelus
keselnya;kesalnya
maintenence;maintenance
maintence;maintenance
tggu;tunggu
mohpn;mohon
perbaikinn;perbaiki
lambann;lamban
warning;peringatan
ningkat2;meningkat-ningkat
dft;daftar
jta;juta
hufftt;huh
keblokirr;terblokir
training;latihan
papah;papa
bergarga;bergaya
segtu;segitu
berkuarang;berkurang
tranferannya;transferannya
rekwning;rekening
1,2juta;1,2 juta
satt;satu
jlang;jalan
dikorup;dikorupsi
mohom;mohon
sebenar2nya;sebenarnya
pertinjautidak;pratinjau tidak
oprator;operator
kbanyakn;kabarkan
updt;update
terhotmat;terhormat
½3;½ 3
pambayaran;pembayaran
mebelpon;menelfon
den;dengan
msa;masa
buget;budget
menabng;menabung
acout;akun
peroses;proses
terputuss;terputus
jauhh;jauh
banggett;bangat
paspot;paspor
wasalam;wassalam
eror/gangguan;error/gangguan
mempersulut;mempersulit
e-sim;esim
buktri;bukti
srtelah;setelah
penjelasannyaa;penjelasannya
wifipun;wifi pun
blakangan;belakangan
dikonmplain;di komplain
dkembalikan;dikembalikan
kaaih;kasih
gaenak;ga enak
mentang2;mentang-mentang
dinihari;dini hari
heyy;hey
atasann;atasan
mbni;mobile bni
brobrok;brok
taee;tae
aflikasa;aplikasi
ngagetin;mengagetkan
iniaplikasi;ini aplikasi
nngu;nunggu
uangellkk;uang elok
aplilasi;aplikasi
nomo;nomor
komplennya;keluhannya
prosess;proses
pdhaal;padahal
creadit;kredit
benr²;benar-benar
lodingg;loading
konskei;koneksi
gax;gak
cobq;coba
tranksasi;transaksi
regristrasi;registrasi
5bulan;5 bulan
srtiap;setiap
fleksi;flexi
menejement;manajemen
costemer;customer
yooi;yoi
diaa;dia
hahhahahah;hahahaha
cambang;cabang
busuukk;busuk
ampoonn;ampun
kayaknlayar;kayak layar
sioop;sip
beres2;beres-beres
tapu;tapi
penting2nya;penting-pentingnya
jancookk;jancuk
didepan;di depan
regsitrasi;registrasi
ngedip2;ngedip-ngedip
ujung2an;ujung-ujungan
perbaikanlah;perbaiki lah
srg;sering
opt;otp
katain;katakan
woilah;woi lah
haran;heran
sippal;sial
sendiri/;sendiri
moment;momen
ngeriset;menggagas
𝙶𝚊𝚝𝚊𝚞;tidak tahu
𝚋𝚞𝚔𝚗;bukan
𝚢𝚐;yang
𝚙𝚊𝚔𝚎𝚔;pakai
𝚙𝚔𝚎𝚔;pakai
suer;sumpah
akhirmya;akhirnya
kompalin;komplain
prosesurnya;prosedurnya
berbelit2;berbelit-belit
seblah;sebelah
emosii;emosi
sken;scan
referral'nya;referralnya
profider;provider
liatnya;lihatnya
munyak;bosan
hufp;huff
prbaruin;perbarui
sklali;sekali
lempar2;lempar-lempar
cocokin;cocokkan
namu;namun
perkreditanya;perkreditan
bni-mb;bni mobile banking
ewalletnya;e-walletnya
menggunakam;menggunakan
setor/tarikan;setor/tarik
bnibni;bni bni
devv;dev
cachenya;cache-nya
suu;anjing
bnran;beneran
paswood;password
jaringian;jaringan
teruus;terus
international;internasional
nasaba;nasabah
bisal;bisa
bgslah;baguslah
verification;verifikasi
mnatap;memantap
etol;e-tol
trnaski;transaksi
tepatdan;tepat dan
nudah;sudah
sedangan;sedangkan
terkdang;terkadang
alhmsulillaa;alhamdulillah
syekaliih;sekali
mobilenew;mobile new
ngebntu;membantu
adeeh;aduh
adah;adalah
estatement;e-statement
kamarin;kamar
muaskan;memuaskan
whattsapp;whatsapp
danckena;dan kena
sumpaah;sumpah
seskali;sesekali
bsngat;banget
imelki;email aku
dasrnya;dasarnya
aktivasianya;aktivitasnya
oyes;oh yes
ntaps;mantap
5kali;5 kali
bamyak;banyak
bangets;banget
saat2;saat-saat
m-bqnking;mobile banking
comlpain;complain
abiz;abis
10hari;10 hari
sesalulu;selalu
brguna;berguna
anj1ng;anjing
terobel;trouble
jam2nya;jam-jamnya
5xli;5 kali
trerus;terus
trjdi;terjadi
4hr;4 hari
pswrd;password
acces;akses
diacces;diakses
ndq;tidak
meningkatk;meningkatkan
ceklis;ceklist
tidakbisa;tidak bisa
trblokir;terblokir
kbutuhan;kebutuhan
mempeekudah;mempermudah
apa-apain;apa-apa
kendaran;kendaraan
wom;wom finance
aktigffgg;aktif
debes;the best
woow;wow
tranfran;transferan
mndapkan;mendapatkan
nggaa;nggak
kalondsh;kalau sudah
ribetnyaa;ribetnya
jgnkan;jangan kan
dptnya;dapatnya
memasukna;memasukkan
viewca;view
persimpel;mempermudah
layani;melayani
khayak;kayak
shoopee;shopee
lengakp;lengkap
ngsih;ngasih
trkhir;terakhir
sbagai;sebagai
trss;terus
wod;word
istedebes;istimewa
prsulit;persulit
mrndapatkan;mendapatkan
caal;call
dormen;dormant
eah;ya
notif2;notifikasi
oemuh;penuh
ammpunn;ampun
negrikalau;negeri kalau
caranyakok;caranya kok
brimi;brimo
kuat²;kuat-kuat
muantaps;mantap
pelayanany;pelayanannya
uduk;untuk
non'aktifkan;nonaktifkan
praktie;praktik
amanaman;aman-aman
benarnyaa;benarnya
bayangin;bayangkan
mauk;mau
nginget;mengingat
mbil;ambil
bahya;bahaya
skgllai;sekali
poko;pokok
memepermudah;mempermudah
bismillahirrohmanirrohim;bismillahirrahmanirrahim
walopun;walaupun
jazakumullohu;jazakumullahu
khoiron;khairan
tea;teh
allhamdullilah;alhamdulillah
thks;thanks
dima;di mana
mmbuang;membuang
msu;masuk
biasas;biasa
oj;oke
brimondi;brimo di
membantyy;membantu
didaftarin;didaftarkan
or;atau
pemaiakannya;pemakaiannya
wakakakakka;wakakaka
gg/gaguna;tidak berguna
bamtuan;bantuan
kacaauu;kacau
maluin;memalukan
idupin;hidupkan
virtualcount;virtual account
menganti;mengganti
dapatbdi;dapat di
reperralnya;referralnya
seharus;seharusnya
mentranfer;mentransfer
mlas;malas
naya;tanya
ajinh;anjing
lebiu;lebih
gaguan;gangguan
dhpus;dihapus
dipindah;dipindahkan
nyelametin;menyelamatkan
behh;beuh
trimksh;terima kasih
istiqomah;istiqamah
war;perang
kotos;kotor
perbankingan;perbankan
disaldo;di saldo
louncing;launching
kampreett;kampret
ketidaknyamananya;ketidaknyamanannya
prosessnya;prosesnya
tinggatkan;tingkatkan
trbagus;terbagus
trxnya;transaksinya
ketahan;ketahanan
ydah;ya sudah
bromo;brimo
terbantukan;terbantu
dtanya;ditanya
bisa2nya;bisa-bisanya
tambung;tabung
baner;benar
tinak;tidak
berakali;berapa kali
kedepanx;ke depannya
bukin;bikin
tinkatkan;tingkatkan
sehubung;sehubungan
bagys;bagus
hehehehe;hehehe
gimnanama;gimana nama
space;spasi
eja'an;ejaan
segalnya;segalanya
mgunakan;menggunakan
biarka;biarkan
percahan;pecahan
diera;di era
rafel;referal
ngerating;merating
anjgg;anjing
dilapor;dilaporkan
dibpeloksok;di pelosok
hamdallah;alhamdulillah
pramgkat;perangkat
wis;sudah
rijik;lelah
gacorr;gacor
parh;parah
kuont;kontol
nasabahx;nasabahnya
tamah;bertambah
pelayananx;pelayanannya
dgm;dengan
ajiip;ajip
membsntu;membantu
oo;oh
nbgtbt;banget banget
ngakalin;akalin
entar;entah
10x/bulan;10 kali/bulan
shop3;shopee
perkilat;berkilat
paswoord;password
berulng;berulang
woo;wow
fingjerprint;fingerprint
kenpa²;kenapa-kenapa
pinjamanx;pinjamannya
nx;nya
mejebak;menjebak
bangen;banget
diperises;diperiksa
accaount;account
akh;ah
itensitas;intensitas
menasehati;menasihati
bissmilah;bismillah
sistemnyaada;sistemnya ada
trnsaksinya;transaksinya
kurleb;kira-kira
dabn;dan
laluka;lalukan
tombilnya;tombolnya
karn;karena
memanb;memang
lewt;lewat
mateplah;mantaplah
maune;maunya
mengatsi;mengatasi
bole;boleh
sak;sakit
kemablikan;kemalikan
saplikasi;aplikasi
mambantu;membantu
pelayana;pelayanan
gek;tidak
kpnpun;kapanpun
software;perangkat lunak
disamsung;di samsung
lg²;lagi-lagi
ceknjaringan;cek jaringan
kwnceng;kencang
matntapps;mantap
memudahan;memudahkan
teranper;transfer
gaga;gagal
doi;dia
skalii;sekali
gajela;nggak jelas
madodet;gila
goog;good
sagt;sangat
amieen;amin
fingerprin;sidik jari
axiss;axis
nomorny;nomornya
detek;deteksi
banyaak;banyak
nma;nama
sukaneror;suka error
semuah;semua
satuh;satu
nympk;nyampek
nonaktifin;nonaktifkan
tlfnnya;teleponnya
syekalii;sekali
trimakasihh;terima kasih
potonganx;potongannya
skeluarga;sekeluarga
aktipitas;aktivitas
button;tombol
teansaksi;transaksi
berhati²;berhati-hati
pagahal;padahal
prktis;praktis
fitus;fitur
bpk/ibuk;bapak/ibu
rekkor;rektor
scanner;pemindai
lncr;lancar
terpercya;terpercaya
tetaap;tetap
kedetek;terdeteksi
muanntap;mantap
tnx;terima kasih
berteransaksi;bertransaksi
perminggu;per minggu
kodeladve;kode adv
libih;lebih
gmpng;gamang
membrikan;memberikan
ngefotoinnya;memfotonya
mudàh;mudah
trdftr;terdaftar
nget;banget
yokk;yuk
pleasee;please
katnya;katanya
terdaftr;terdaftar
tx;terima kasih
tolon;tolong
pengerjaanya;pengerjaannya
realmi;realme
xiomi;xiaomi
inji;ini
berbaikin;memperbaiki
ntap;mantap
drepot2in;merepotkan
selaludhatiku;selalu di hatiku
gabis;nggak bisa
username/pasword;username/password
mantapa;mantap
dslesaikan;diselesaikan
mantabz;mantap
andalin;andalkan
pembukaam;pembukaan
𝒎𝒂𝒏𝒕𝒖𝒍;mantap betul
dna;dan
efisin;efisien
samgat;sangat
genti;ganti
maw;mau
prakti;praktik
enggal;enggan
selalusaja;selalu saja
cepa;cepat
mantav;mantap
mlkkn;melakukan
txn;transaksi
tangal;tanggal
mpe;sampai
repral;referal
sekarag;sekarang
paatikan;perhatikan
ruici;rincian
dibagusin;dibaguskan
tidaak;tidak
kpanpun;kapanpun
aneh2;aneh-aneh
tfansfer;transfer
mantebb;mantap
jeung;dengan
memuaska;memuaskan
apasi;apa sih
gathell;gatel
buatt;bukan
mestii;mesti
berimo;brimo
bik;baik
pinanse;finance
rokomen;rekomendasi
sahat;sangat
praksis;praktis
pokonyah;pokoknya
mngurus;mengurus
dkantor;di kantor
izinn;izin
ditabungannya;di tabungannya
notbad;tidak buruk
rikues;permintaan
dipunya;dimiliki
brizzinya;brizzi-nya
makasiihh;terima kasih
upto;hingga
akuntable;akuntabel
liatlah;lihatlah
loding2;loading-loading
manatap;mantap
diandalin;diandalkan
masik;masih
oye;oh ya
doorprize;door prize
usernya;penggunanya
wess;weiss
rekekingnya;rekeningnya
brimo2;brimo-brimo
bertransakai;bertransaksi
ey;eh
trimks;terima kasih
yasoalnya;ya, soalnya
250k;250 ribu
62k;62 ribu
312k;312 ribu
109k;109 ribu
twrus;terus
lebihh;lebih
terikirim;terkirim
jad;jadi
seteleh;setelah
suhat;su hat
rekomkan;rekomendasikan
brimp;brimo
bripoin;bripoint
kembali2;kembali-kembali
biaya/trx;biaya/transaksi
jelesken;jelaskan
brrguna;berguna
ok²;oke oke
kanca;kawan
sabgat;sangat
boskuu;bosku
meman;banget
kesetian;kesetiaan
jangan2;jangan-jangan
maantaapp;mantap
muaanntaapp;mantap
mksah;makasih
embantu;membantu
menudhkn;menundukkan
sebadnya;sebaiknya
dioerbaiki;diperbaiki
dilaporan;di laporan
pngeluaran;pengeluaran
sebaik2nya;sebaik-baiknya
terdafta;terdaftar
kedala;kendala
kopis;kopi
senari;sehari
pencett;pencet
bast;best
dimnapun;dimanapun
yng;yang
merisetnya;menelitinya
telt;telat
pinjamnya;pinjamannya
memudhkn;memudahkan
record;rekaman
tingkatkqn;tingkatkan
memyenangkan;menyenangkan
angrah;arah
gmil;gmail
pahadahal;padahal
berulang²;berulang-ulang
beneriin;benarkan
transakso;transaksi
emosian;emosional
nyabukan;menyabukkan
dipakaindisini;digunakan di sini
mqndiri;mandiri
pembeturin;pembetulan
gnaguan;gangguan
recana;rencana
grub;grup
upadete;update
sussah;susah
mlm2;malam-malam
gatel;gatal
manadiri;mandiri
shuka;suka
kartuny;kartunya
‍♂;capek deh
checking;cek
bandingin;membandingkan
kempatan;kesempatan
kao;kau
cox;cuk
pusan;pusat
berungtung;beruntung
bosankan;membosankan
ntk;untuk
diaktipkan;diaktifkan
ktk;ketika
likasi;lokasi
kaan;akan
sensitive;sensitif
paswodku;password-ku
padahala;padahal
pemiliharannya;pemeliharaannya
ancurr;ancur
kepending;tertunda
gimasih;gimana
konfir;konfirmasi
ppek;pepek
nenyenangkan;menyenangkan
concurent;konkuren
makee;make
semogaa;semoga
bagimna;bagaimana
linput;input
replay;reply
diribatkan;dilibatkan
senter;center
sda;sudah
clean;bersih
kannapa;kenapa
عشان;karena
نح;kita
هم;mereka
laahh;lah
uinstall;uninstall
gsk;gak
mebutuhkanya;membutuhkannya
uangasuk;uangmasuk
later;nanti
kedengerannya;kedengarannya
transfer/ofline;transfer/offline
mencari2;mencari-cari
snediri;sendiri
bapukny;bapuknya
sewawg;parah
rp5.00;rp 5.00
pennyimpanan;penyimpanan
seperi;seperti
copy2;copy-copy
12x;12kali
haddeh;hadeh
goodbye;selamattinggal
bannking;banking
yglain;yanglain
batesi;batasi
anjig;anjing
hapusin;hapus
cuamh;cuma
sesuaway;sesuai
rerus;terus
badahal;padahal
pinjamany;pinjamannya
naiiss;nice
turut2;turut-turut
kbiasaan;kebiasaan
ngisep;isap
muanteb;mantap
nembantu;membantu
vrfksi;verifikasi
vfriksi;verifikasi
teuss;terus
mmek;memek
naroh;naruh
ptongan;potongan
mmpus;mampus
masalhnya;masalahnya
click;klik
prmbuatan;pembuatan
gial;gila
semog;semoga
mengupgrade;upgrade
45k;45 ribu
duaribu;dua ribu
enamribu;enam ribu
limabelas;lima belas
bnaget;banget
diperlu'in;perlu'in
disni;disini
what;apa
sbulan;sebulan
walaupn;walaupun
trkdang;terkadang
peforma;performa
membosan;membosankan
mmemudah;memudahkan
mental²;mental-mental
skitar;sekitar
tungu;tunggu
sedengan;sedang
susaj;susah
dianter2;diantar-antar
mt103nya;mt103-nya
high;tinggi
value;nilai
hatus;harus
burulkk;buruk
keselin;kesel
sa'xan;sekalian
terbblokir;terblokir
bamgimana;bagaimana
instanulang;install ulang
huhuu;huhu
msntap;mantap
chaceh;cache
vidio/foto;video/foto
deke;dekat
20000000;20juta
jha;ya
coustumer;customer
kecewan;kecewaan
trsmakin;terus semakin
kxk;kayak
stuju;setuju
paylroll;payroll
karyi/pin;kartu/pin
paksa2;paksa-paksa
dot;titik
kivin;livin
ganggun;gangguan
jam1;jam 1
matokin;mematok
ushakan;usahakan
kenapareea;kenapa
cashe;cache
kebanyan;kebanyakan
setipa;setiap
bla2;bla-bla
butuh2;butuh-butuh
lemot2;lemot-lemot
statment;statemen
ibelum;belum
mbakingnya;mobile bakingnya
negemeng;omong
batree;baterai
nbuka;buka
luu;lu
kwan;kawan
gunainnya;gunakannya
keawal;ke awal
apakalau;apa kalau
asangat;sangat
aplikasilivin;aplikasi livin
kehidupanku;kehidupan ku
whwhwhe;hehehe
ngetransfer;transfer
e-nbanking;e-banking
dannpetugasnya;dan petugasnya
mentang²;mentang-mentang
ngalahin;mengalahkan
ampir;hampir
hapus²;hapus
iinstal;instal
jengkelnya;jengkel
bankandiri;bank mandiri
bess;best
regertasi;registrasi
hapus²in;hapus-hapusin
bijin;bikin
pedess;pedas
goblk;goblok
sesimple;sederhana
oartunya;artinya
place;tempat
accunt;akun
nyempen;menyimpan
ngbuka;membuka
berbelit²;berbelit-belit
ngitung2;menghitung-hitung
klok;kalau
trllu;terlalu
ponselny;ponselnya
diapa²in;diapa-apain
traksansi;transaksi
kmi;kami
foto2;foto-foto
gonta2i;gonta-ganti
pebayaran;pembayaran
tertundan;tertunda
mencairkn;mencairkan
2tahun;2 tahun
wk;wkwk
gppa;gak apa-apa
3bln;3 bulan
tolong'lah;tolonglah
diperpbaiki;diperbaiki
ingetlah;ingatlah
ilove;i love
semfurrnaa;sempurna
sångat;sangat
dimanå;dimana
prvaik;perbaiki
terimak;terima kasih
andaikan;andai
5/4/2024-jam;5/4/2024 jam
kbali;kembali
memyusahkan;membuat repot
pakir;parkir
kaliian;kalian
abess;abis
kerwn;keren
yeay;yaay
fine;baik
bermafaat;bermanfaat
turus;turut
viralin;viral
setianya;setia
superapp;super aplikasi
tpj;tapi
gataulah;gatau
mandirisedangkan;mandiri sedangkan
gery;gerai
mangakses;mengakses
manyuus;mantap
iconcash;icon cash
mimggu;minggu
padahalan;padahal
ngejar;mengejar
janganla;jangan
trimqkasi;trimakasih
trqnsaksi;transaksi
gman;gimana
sskali;sekali
mesan;pesan
diemin;diam kan
kuga;juga
lengksp;lengkap
rudihratono;rudi hartono
ngehank;ngelag
maf;maaf
sisah;susah
mandiricare;mandiri care
kdu;harus
kampay;kampanye
setiab;setiap
lemgkap;lengkap
pendaftran;pendaftaran
disisaiin;disisakan
yasetiap;setiap
sihmenguras;sih menguras
comfirmasi;konfirmasi
nyaq;nya
memabatu;membantu
ngunain;menggunakan
susahhnya;susahnya
diplatform;di platform
belumberubah;belum berubah
kumat;kambuh
pembaruwan;pembaruan
vision;visi
delvoloper;developer
lodingbnya;loading-nya
datengnya;datangnya
dlogok;dilogok
knap;kenapa
yahkita;ya kita
u/update;pembaruan
dipelosok;di pelosok
biometrik/fingerprint;biometrik/sidik jari
mentenve;maintenance
complai;komplain
program2;program-program
income;pendapatan
luf;cinta
noreo;nomor rekening
betahun2;bertahun-tahun
ribat;ribet
pegalaman;pengalaman
slalau;selalu
diajuakan;diajukan
ditampilakn;ditampilkan
dijawa;di jawa
melakuakan;melakukan
traksaksinya;transaksinya
command;perintah
adeuuh;aduh
tampila;tampilan
lemotl;lemot
tier;tingkat
endorse;mendukung
bagusn;bagusnya
trisjunardi;tris junardi
lambatt;lambat
setaip;setiap
sellai;selesai
sa'at;saat
var;variasi
nemudah;memudah
alhamfulilah;alhamdulillah
tutuntaan;tuntutan
iklan2;iklan-iklan
ada2;ada-ada
dipromoin;di promosikan
sedaikit;sedikit
22.30wib;22:30 wib
bgstlah;bangsatlah
s3lama;selama
ngax;tidak
ngedaftarin;mendaftarkan
dalih;alasan
bagi²;bagi-bagi
kelakuannya;perilakunya
tuker;tukar
gejalass;tidak jelas
maintaince;maintenance
4tahun;empat tahun
ngehapusin;menghapuskan
ngeupdate;memperbarui
alu;lalu
trnsksi;transaksi
memintak;meminta
updeta;update
rata-raza;rata-rata
mantsp;mantap
e-statment;e-statement
enakenakgll;enak-enak
puwas;puas
bihak;pihak
danudah;dan sudah
rekannya;rekan-rekan
pidah;pindah
ngesilin;ngeselin
gampqng;gampang
ruamah;rumah
longin;login
stidak;setidak
line;jalur
efekti;efektif
ngupdate;mengupdate
adtmin;admin
mengoyami;mengayomi
upgraet;upgrade
liwin;livin
msti;mesti
penuhkan;memenuhi
mempuaskan;memuaskan
membatntu;membantu
sampaii;sampai
yapengen;ya pengen
baruu;baru
sangay;sangat
umtuk;untuk
srkali;sekali
tes²;tes-tes
repotkan;menyulitkan
tranferan;transferan
pkonya;pokoknya
bufering;buffering
ops;opsi
mepercepat;mempercepat
rposes;proses
hayoh;ayo
ribeetrt;ribet
prepaid;prabayar
banyet;banyak
apaann;apaan
menyalaa;menyala
holdnya;hold-nya
mbokya;harusnya
admin-rp500;admin rp500
hem;hmm
transaksinys;transaksinya
tapii;tapi
gelud;berkelahi
teruspusiing;terus pusing
mengangu;mengganggu
apun;apapun
alhamdu;alhamdulillah
nandiri;mandiri
problema;masalah
plosokan;pelosok
depelover;developer
4.30;1875
mrosesnya;prosesnya
anw;anyway
pembaharui;memperbarui
mnggunakn;menggunakan
memksa;memaksa
mmpngaruhi;mempengaruhi
sistm;sistem
mngakibatkn;mengakibatkan
mngalami;mengalami
klmbtn;kelambatan
mandirii;mandiri
layanana;layanan
11malam;11 malam
updateklo;update kalau
kblakang;ke belakang
mensupport;mendukung
bosox;bosok
pengambilan/tf;pengambilan/transfer
ngendape;mengendap
satus;status
ewu;ribu
maksudt;maksud
ngefek;berpengaruh
disinipun;di sini pun
djawab;dijawab
tolot;tolol
client;klien
february;februari
titi;titik
dipedalaman;di pedalaman
sbb;sebab
stuknya;struknya
intall;install
mandiricarr;mandiri care
didaerah2;di daerah-daerah
penangan;penanganan
mandiripertama;mandiri pertama
25ribu;25 ribu
dark/gelap;gelap
tiba²kluar;tiba-tiba keluar
sendiriapa;sendiri apa
jajal;coba
rekap;rekapitulasi
terdakat;terdekat
kasìh;kasih
gjh;gaji
turu;tidur
belkng;belakang
koneknya;koneksi
bank/app;bank/aplikasi
13500;45425
habbas;habis
aplikasi-nya;aplikasinya
menurt;menurut
terusn2;terus-terusan
bntr;bentar
sanat;sangat
makes;membuat
transactions;transaksi
easier;lebih mudah
trnyt;ternyata
3kalo;3 kali
ganvguan;gangguan
hanter;dapat
nyo;nya
persedul;prosedur
toruti;turuti
custumer;pelanggan
kalw;kalo
maluib;maluin
ngagun;tidak berguna
dibawak;dibawa
nggakkalau;nggak kalau
lemot/tifsk;lemot/tidak
msipun;meskipun
pilih2;pilih-pilih
multigunapun;multiguna-pun
karywan;karyawan
love2;love-love
anggak;tidak
mnympikan;menyampaikan
adminitrasinya;administrasinya
adminitrasi;administrasi
livingku;living-ku
kirimkam;kirimkan
mandiriya;mandiri-nya
bpnt;bantuan pangan non-tunai
𝘛𝘱;tetapi
𝘬𝘢𝘭𝘰;kalau
𝘫𝘨;juga
𝘫𝘯𝘨;jangan
crosschek;cross-check
overalls;overall
mempernudah;mempermudah
mbakingnyaa;mobille banking-nya
lewatt;lewat
kompline;komplain
jawaba;jawaban
ktl;kontol
bgst;bangsat
halaah;alah
ximpel;simpel
bankingl;banking
ketikannya;ketikan-nya
passcode'nya;passcode-nya
nyetting;setting
maknyuss;maknyus
octomobil;octo mobile
octonya;octo-nya
sndiri/login;sendiri/login
trkndla;terkendala
nasaban;nasabah
1990an;1990-an
notip;notifikasi
alamt;alamat
kesalah;kesalahan
puassbngt;puas banget
amien;amin
betul2;betul-betul
jimat;hemat
daagh;dadah
sebelumjya;sebelumnya
emosilah;emosi
pengalamaan;pengalaman
savers;penyimpan
plus-daftar;plus daftar
aplikasi-topup;aplikasi top-up
bank-setelah;bank setelah
cimb-kartu;cimb kartu
pekan-saldo;pekan saldo
palling;paling
kemmudahan;kemudahan
selebihmya;selebihnya
